mountain_id,name,alt_names,elevation_ft,prominence_ft,type,range,state,latitude,longitude,location,accident_count
175,Frances,,,,unknown,,Alaska,63.1148,-151.1926,Denali National Park,1
176,Fryatt,,,,unknown,,Alberta,52.8734,-117.9543,Jasper National Park,1
177,Gannet,,,,unknown,,Wyoming,43.076,-107.2903,Gannet Peak,1
178,Gannett,,13810.0,7076.0,peak,Wind River Range,Wyoming,43.1842,-109.6542,Gannett Peak,1
179,Garfield,,,,unknown,,Washington,47.7511,-120.7401,,1
180,Gates,,,,unknown,,British Columbia,51.5,-118.5,Monashee Mountain,1
181,Geraldine,,,,unknown,,Alberta,40.3428,-105.6836,Rocky Mountain,1
182,Easy Day,,,,unknown,,Wyoming,43.076,-107.2903,Easy Day Peak,1
183,Eaton,,,,unknown,,Alaska,64.2008,-149.4937,Kluane National Park,1
184,El Diente,,,,unknown,,Colorado,39.5501,-105.7821,El Diente Peak,1
185,Emerson,,,,unknown,,California,36.7783,-119.4179,Sierra Nevada,1
186,Huntington,,,,unknown,,Alaska,64.2008,-149.4937,Alaska Mountain,1
187,I received a call from Exum,,,,unknown,,Wyoming,43.7904,-110.6818,Grand Teton National Park,1
188,Idems,,,,unknown,,Alaska,64.2008,-149.4937,Idems Peak,1
189,Inadequate Belay Pilot,,,,unknown,,,36.3378,-80.4697,Inadequate Belay Pilot Mountain State Park,1
190,Grandfather,,,,unknown,,North Carolina,,,Grandfather Mountain,1
191,Grandjean,,,,unknown,,Idaho,,,Sawtooth Wilderness,1
192,Grays,,,,unknown,,British Columbia,50.2667,-117.2833,Selkirk Mountain,1
193,Great Smokey,,,,unknown,,North Carolina,,,Great Smokey Mountain National Park,1
194,Green,,,,unknown,,Vermont,44.5588,-72.5778,Green Peak,1
195,Guide's,,,,unknown,,Wyoming,43.076,-107.2903,s Wall,1
196,Guides,,,,unknown,,Wyoming,43.7904,-110.6818,Grand Teton National Park,1
197,Guides',,,,unknown,,Wyoming,43.7904,-110.6818,Grand Teton National Park,1
198,Gus Fruh,,,,unknown,,,,,Gus Fruh Wall,1
199,Guy,,,,unknown,,Washington,47.7511,-120.7401,Guy Peak,1
200,Field,,,,unknown,,British Columbia,40.3428,-105.6836,Rocky Mountain,1
201,Fire and Rocky,,,,unknown,,Colorado,39.9311,-105.2928,Eldorado Canyon State Park,1
202,Carson,,,,unknown,,California,36.7783,-119.4179,Carson Peak,1
203,Cat,,,,unknown,,Utah,39.321,-111.0937,Cat Wall,1
204,Junkyard,,,,unknown,,,38.0731,-81.0779,New River Gorge National Park,1
205,Keelhaul,,,,unknown,,,,,Keelhaul Wall,1
206,Kerkeslin,,,,unknown,,Alberta,52.8734,-117.9543,Jasper National Park,1
207,Kidd's,,,,unknown,,,,,,1
208,King,,,,unknown,,,,,Quebec Mountain,1
209,Haig,,,,unknown,,,,,,1
210,Hayes,,,,unknown,,Alaska,48.7596,-113.787,Glacier,1
211,Haystack,,,,unknown,,New York,43.2994,-74.2179,,1
212,Henley,,,,unknown,,Missouri,,,Henley Wall,1
213,Heyburn,,,,unknown,,Idaho,,,route on Sturs Chimney on Mount Heyburn in the Sawtooth Wilderness,1
214,High Wire,,,,unknown,,Colorado,39.7528,-105.3614,Clear Creek Canyon,1
215,Hudson Bay,,,,unknown,,British Columbia,,,Coast Mountain,1
216,Humboldt,,,,unknown,,Colorado,39.5501,-105.7821,San de Cristo Mountain,1
217,Hungabee,,,,unknown,,,51.3167,-116.2667,Yoho National Park,1
218,Index,,5979.0,3179.0,peak,Cascade Range,Washington,47.8215,-121.5562,Everett Mountain,1
219,Index Town,,,,unknown,,Washington,47.7511,-120.7401,Index Town Wall,1
220,International,,,,unknown,,British Columbia,50.5,-116.5,Purcell Mountain,1
221,Ishbel,,,,unknown,,Alberta,40.3428,-105.6836,Rocky Mountain,1
222,Itso,,,,unknown,,Alaska,64.2008,-149.4937,,1
223,Jackson Hole,,,,unknown,,Wyoming,43.7904,-110.6818,Grand Teton National Park,1
224,Fable,,,,unknown,,Alberta,,,,1
225,Face of Petit Grepon in Rocky,,,,unknown,,Colorado,40.3428,-105.6836,Rocky Mountain National Park,1
226,Fall From Artificial,,,,unknown,,Washington,47.7511,-120.7401,Fall From Artificial Wall,1
227,Fall on Artificial Rock,,,,unknown,,Colorado,39.5501,-105.7821,Fall on Artificial Rock Wall,1
228,Fern Creek Party,,,,unknown,,Virginia,,,trad route located on the Fern Creek Party Wall,1
229,Feudal,,,,unknown,,California,36.7783,-119.4179,Feudal Wall,1
230,Canon,,,,unknown,,New Hampshire,43.1939,-71.5724,Canon Mountain,1
231,Cantata,,,,unknown,,Alaska,64.2008,-149.4937,Cantata Peak,1
232,Capital,,,,unknown,,Colorado,39.5501,-105.7821,Capital Peak,1
233,Carmel,,,,unknown,,Utah,39.321,-111.0937,Pine Creek Canyon,1
234,McKinely,,,,unknown,,Alaska,64.2008,-149.4937,a client of a guided Rainier Mountain,1
235,Meader,,,,unknown,,New Hampshire,43.1939,-71.5724,,1
236,Lake Drainage of Red Slate,,,,unknown,,California,36.7783,-119.4179,The third involved a couple climbing in the Convict Lake Drainage of Red Slate Mountain,1
237,Laurel,,,,unknown,,California,36.7783,-119.4179,Laurel Mountain,1
238,Laurie,,,,unknown,,Alberta,,,,1
239,Lawson,,,,unknown,,Alberta,40.3428,-105.6836,Rocky Mountain,1
240,Leda,,,,unknown,,British Columbia,50.2667,-117.2833,Selkirk Mountain,1
241,Lemon,,,,unknown,,Arizona,34.0489,-111.0937,,1
242,Little,,,,unknown,,Alberta,51.4968,-115.9281,Banff National Park,1
243,Little Bear,,,,unknown,,Alaska,64.2008,-149.4937,Little Bear Peak,1
244,Little Blue,,,,unknown,,,,,Little Blue Mountain,1
245,Lone,,,,unknown,,Utah,39.321,-111.0937,Lone Peak,1
246,Long,,,,unknown,,Utah,39.321,-111.0937,Long Wall,1
247,Long Ledge on the Salathe,,,,unknown,,California,36.7783,-119.4179,reached Long Ledge on the Salathe Wall,1
248,Long's,,,,unknown,,Colorado,40.3428,-105.6836,Rocky Mountain National Park,1
249,Lookout,,,,unknown,,Colorado,39.5501,-105.7821,San Juan Mountain,1
250,Devil's,,,,unknown,,California,36.4864,-118.5658,Sequoia National Park,1
251,Dickey,,,,unknown,,Alaska,63.1148,-151.1926,Denali National Park,1
252,Dione,,,,unknown,,British Columbia,,,,1
253,Morning Glory,,,,unknown,,Oregon,43.8041,-120.5542,Morning Glory Wall,1
254,Morrow,,,,unknown,,Alberta,52.8734,-117.9543,Jasper National Park,1
255,Murray,,,,unknown,,Alberta,,,,1
256,Narao,,,,unknown,,British Columbia,40.3428,-105.6836,Rocky Mountain,1
257,Near Security Risk,,,,unknown,,Colorado,40.015,-105.405,Boulder Canyon,1
258,Lost,,,,unknown,,Arizona,34.0489,-111.0937,Queen Creek Canyon,1
259,Lower Town,,,,unknown,,Washington,47.7511,-120.7401,Lower Town Wall,1
260,Lundin,,,,unknown,,Washington,47.7511,-120.7401,Lundin Peak,1
261,Main,,,,unknown,,California,36.7783,-119.4179,Lee Vining Canyon,1
262,Manchester,,,,unknown,,,,,Manchester Wall,1
263,Matterhorn,,,,unknown,,California,36.7783,-119.4179,Matterhorn Peak,1
264,McArthur,,,,unknown,,,,,Elias Mountain,1
265,McGillivray,,,,unknown,,Alberta,,,,1
266,Megunticook,,,,unknown,,,,,Camden Hills State Park,1
267,Merritt,,,,unknown,,Montana,48.7596,-113.787,Glacier National Park,1
268,Middle,,,,unknown,,Alaska,64.2008,-149.4937,Middle Peak,1
269,Midnight Surf,,,,unknown,,Kentucky,,,Midnight Surf Wall,1
270,Military,,,,unknown,,,,,A large group was gathered at Military Wall,1
271,Minimum,,,,unknown,,Utah,39.321,-111.0937,Maple Canyon,1
272,Mix Up,,,,unknown,,Washington,47.7511,-120.7401,Mix Up Peak,1
273,Mixup,,,,unknown,,Washington,47.7511,-120.7401,Mixup Peak,1
274,Caubvick,,,,unknown,,,,,Kluane National Park,1
275,Dougie,,,,unknown,,British Columbia,,,,1
276,Drive-by,,,,unknown,,,,,by Crag,1
277,Dunderberg,,,,unknown,,California,36.7783,-119.4179,Dunderberg Peak,1
278,East Face of Longs,,,,unknown,,Colorado,40.3428,-105.6836,Rocky Mountain National Park,1
279,Daly,,,,unknown,,,51.45,-116.5,Yoho National Park,1
280,Dead Cat's,,,,unknown,,Texas,,,s Wall,1
281,Deception,,,,unknown,,Alaska,63.1148,-151.1926,he arrived at Chulitna River Lodge where he called Denali National Park,1
282,Open Space and,,,,unknown,,Colorado,39.5501,-105.7821,s Open Space and Mountain,1
283,Nez Perce,,,,unknown,,Wyoming,43.7904,-110.6818,Grand Teton National Park,1
284,Niblock,,,,unknown,,Alberta,40.3428,-105.6836,Rocky Mountain,1
285,No Helmet Pilot,,,,unknown,,,36.3378,-80.4697,No Helmet Pilot Mountain State Park,1
286,Norman Clyde,,,,unknown,,California,36.7783,-119.4179,Norman Clyde Peak,1
287,Norquay,,,,unknown,,Alberta,51.4968,-115.9281,two scramblers started up a difficult scramble on Mount Norquay in Banff National Park,1
288,North America,,,,unknown,,California,36.7783,-119.4179,North America Wall,1
289,North Arapaho,,,,unknown,,Colorado,39.5501,-105.7821,Indian Peaks Wilderness,1
290,North Carolina,,,,unknown,,North Carolina,,,North Carolina Wall,1
291,North Maroon,,,,unknown,,Colorado,39.5501,-105.7821,North Maroon Peak,1
292,North of the Crystal,,,,unknown,,Colorado,39.5501,-105.7821,Poudre Canyon,1
293,Blakiston,,,,unknown,,Alberta,40.3428,-105.6836,Rocky Mountain,1
294,Bold,,,,unknown,,Alaska,64.2008,-149.4937,Bold Peak,1
295,Bona,,,,unknown,,Alaska,64.2008,-149.4937,Wrangell Mountain,1
296,Boneyard,,,,unknown,,,,,at the Boneyard Wall,1
297,Bonneville,,,,unknown,,Wyoming,43.076,-107.2903,,1
298,Parks Canada and Canadian,,,,unknown,,British Columbia,50.5,-116.5,Purcell Mountain,1
299,Patterson,,,,unknown,,Alberta,51.4968,-115.9281,Banff National Park,1
300,Picnic Lunch,,,,unknown,,Oregon,44.3672,-121.1406,Smith Rock State Park,1
301,Pigeon,,,,unknown,,,50.7167,-116.7667,Pigeon Mountain,1
302,Pikes,,,,unknown,,Colorado,39.5501,-105.7821,Pikes Peak,1
303,Boulderado,,,,unknown,,Colorado,40.015,-105.405,Boulder Canyon,1
304,Bourgeau,,,,unknown,,Alberta,51.4968,-115.9281,Banff National Park,1
305,Breidablik,,,,unknown,,,,,Auyuittuq National Park,1
306,Brooks,,,,unknown,,Alaska,63.1148,-151.1926,were visiting Denali National Park,1
307,Buller,,,,unknown,,Alberta,53.9333,-116.5765,Rocky Mountains,1
308,Bumblebee,,,,unknown,,Utah,39.321,-111.0937,Big Cottonwood Canyon,1
309,Bunk Bed,,,,unknown,,,,,6 route on the Bunk Bed Wall,1
