mountain_id,name,alt_names,elevation_ft,prominence_ft,type,range,state,latitude,longitude,location,accident_count
mt_91a9a4a3,Warbonnet,,,,unknown,,Colorado,39.5501,-105.7821,Warbonnet Peak,1
mt_dbe1a6bd,Wardle,,,,unknown,,British Columbia,40.3428,-105.6836,Rocky Mountain,1
mt_80ee7ece,Warren,,,,unknown,,Wyoming,43.076,-107.2903,,1
mt_52595ddc,Wasington,,,,unknown,,Washington,47.7511,-120.7401,,1
mt_89c24629,Billy,,,,unknown,,British Columbia,50.2667,-117.2833,Selkirk Mountain,1
mt_71bcb059,Two-Pitch,,,,unknown,,,35.2095,-81.2981,"Protection Pulled Out 
Crowders Mountain State Park",1
mt_8f13a873,Tyndall Glacier in Rocky,,,,unknown,,Colorado,40.3428,-105.6836,Rocky Mountain National Park,1
mt_78be56d5,Upper Town,,,,unknown,,Washington,47.7511,-120.7401,Upper Town Wall,1
mt_698967f8,Avalon,,,,unknown,,Colorado,40.015,-105.405,Boulder Canyon,1
mt_253d405e,Throne,,,,unknown,,Alberta,52.8734,-117.9543,Jasper National Park,1
mt_32dbf17e,Thunder Bolt,,,,unknown,,California,36.7783,-119.4179,Thunder Bolt Peak,1
mt_9d127ff3,Engineer,,,,unknown,,Colorado,39.5501,-105.7821,Engineer Mountain,1
mt_4a025200,Erie,,,,unknown,,Washington,47.7511,-120.7401,,1
mt_0c2df31d,Wrangell-St,,,,unknown,,Alaska,64.2008,-149.4937,Fall into Crevasse while Ski Mountain,1
mt_43461e4a,Wright,,,,unknown,,Vermont,44.5588,-72.5778,Adirondack High Peak,1
mt_248706c0,Abraham,,,,unknown,,Alberta,40.3428,-105.6836,Rocky Mountain,1
mt_ff9bb8d9,Bald,,,,unknown,,Maine,,,Bald Mountain,1
mt_cd058fdb,Barrill,,,,unknown,,Alaska,63.1148,-151.1926,Denali National Park,1
mt_17a110cc,Barrille,,,,unknown,,Alaska,63.1148,-151.1926,Denali National Park,1
mt_08adde3c,Batman Rock Rocky,,,,unknown,,Colorado,40.3428,-105.6836,Rocky Mountain National Park,1
mt_bd273e23,Beauty,,,,unknown,,Virginia,,,Beauty Mountain,1
mt_0fb037bc,Beckey's,,,,unknown,,Utah,39.321,-111.0937,Little Cottonwood Canyon,1
mt_2aff8a12,Belayer Pulled Into,,,,unknown,,,,,Belayer Pulled Into Wall,1
mt_8d45c85b,Bell,,,,unknown,,,51.4968,-115.9281,Banff National Park,1
mt_da947d5c,Biddle,,,,unknown,,British Columbia,51.45,-116.5,Yoho National Park,1
mt_96a24ecd,Whittle,,,,unknown,,Colorado,39.9311,-105.2928,Eldorado Canyon State Park,1
mt_5050ba93,Wicked Gravity,,,,unknown,,,,,Wicked Gravity Wall,1
